1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,BsmtExposure,BsmtFinType1,GarageFinish,KitchenQual,SalePrice
6.561030665896573,682.0,3.0,0.0,651.0,240.0,1947.0,7.236339342754344,8.125039097367745,4.0943445622221,0.0,0.0,8.0,7.0,651.0,1946.0,1992.0,No,Unf,Unf,TA,11.813030057420567
6.968850378341948,0.0,3.0,354.0,412.0,280.0,1954.0,6.968850378341948,9.20230820027892,4.382026634673881,110.0,0.0,5.0,5.0,1056.0,1954.0,1954.0,No,Rec,RFn,TA,11.759785542901755
7.491087593534876,0.0,2.0,1567.0,225.0,874.0,2003.0,7.491087593534876,9.37974553683691,4.276666119016055,562.0,49.0,5.0,9.0,1792.0,2003.0,2004.0,Gd,GLQ,Fin,Ex,12.832011076396668
7.103322062526113,348.5240174672489,2.0,897.0,319.0,402.0,1998.0,7.103322062526113,8.411832675758411,3.4657359027997265,116.0,125.0,5.0,6.0,1216.0,1998.0,1998.0,No,GLQ,Unf,TA,12.007621706806335
6.905753276311464,764.0,4.0,0.0,596.0,576.0,1989.0,7.474204806496124,8.881836305004146,4.0943445622221,0.0,0.0,7.0,7.0,596.0,1920.0,1950.0,No,Unf,Unf,Gd,11.964001084330445
6.741700694652055,1112.0,4.0,0.0,847.0,434.0,2004.0,7.580189417944541,9.375515769935166,4.07753744390572,0.0,48.0,5.0,7.0,847.0,2004.0,2005.0,Av,Unf,Fin,Gd,12.2783933071098
7.0967213784947605,348.5240174672489,3.0,767.0,441.0,546.0,1977.0,7.0967213784947605,9.328123407632566,4.249208678464876,0.0,42.0,6.0,6.0,1208.0,1977.0,1977.0,No,ALQ,RFn,TA,12.013700752882718
6.773080375655535,650.0,3.0,460.0,414.0,315.0,1958.0,7.329093736246592,9.336444248771908,4.356708826689592,180.0,0.0,5.0,5.0,874.0,1958.0,1958.0,No,BLQ,Unf,TA,11.877568578558138
6.679599185844383,358.0,3.0,735.0,61.0,240.0,1922.0,7.050989447068045,8.600798775271034,3.6888794541139363,0.0,96.0,8.0,4.0,796.0,1922.0,2007.0,No,BLQ,Unf,Gd,11.740061037553975
6.954638864880987,0.0,3.0,0.0,0.0,420.0,1950.0,6.954638864880987,8.881836305004146,4.0943445622221,0.0,27.0,5.0,5.0,0.0,1950.0,1950.0,None,None,Unf,TA,11.495779306135258
6.786716950605081,0.0,2.0,0.0,190.0,273.0,1938.0,6.786716950605081,8.6628507638386,3.912023005428146,0.0,20.0,8.0,5.0,190.0,1938.0,1996.0,No,Unf,Unf,TA,11.421906066583059
6.849066282633458,0.0,2.0,943.0,0.0,600.0,1979.0,6.849066282633458,8.858226439365012,4.249208678464876,0.0,0.0,5.0,5.0,943.0,1979.0,1979.0,Gd,GLQ,Unf,TA,11.820116003810051
6.763884908562435,902.0,3.0,400.0,466.0,603.0,2005.0,7.477604243197589,9.190443740261726,4.31748811353631,0.0,108.0,5.0,7.0,866.0,2005.0,2005.0,No,GLQ,RFn,Gd,12.33138283649562
7.259819610363186,1177.0,4.0,0.0,1393.0,779.0,1999.0,7.8628820346414905,9.600624158088683,4.68213122712422,165.0,30.0,5.0,9.0,1393.0,1999.0,1999.0,No,Unf,Fin,Gd,12.716402146247475
6.815639990074331,0.0,2.0,456.0,456.0,275.0,1958.0,6.815639990074331,9.225228984469933,4.248495242049359,1.0,0.0,5.0,5.0,912.0,1958.0,1958.0,No,Rec,RFn,TA,11.648330101976432
6.782192056006791,0.0,2.0,0.0,0.0,308.0,1956.0,6.782192056006791,9.44951474036292,4.248495242049359,0.0,45.0,5.0,5.0,0.0,1956.0,1956.0,None,None,Unf,TA,11.48246625748552
7.198183577101943,0.0,2.0,266.0,1139.0,511.0,1998.0,7.198183577101943,8.308938252595778,3.5263605246161616,0.0,68.0,5.0,6.0,1405.0,1998.0,1999.0,No,GLQ,Fin,Gd,12.106252310247962
7.638198244285779,0.0,2.0,1386.0,690.0,850.0,2006.0,7.638198244285779,9.53899642739739,4.672828834461906,103.68526170798899,229.0,5.0,10.0,2076.0,2006.0,2006.0,Gd,GLQ,Unf,Ex,13.049792684569493
7.191429330036379,1203.0,4.0,56.0,1198.0,752.0,1995.0,7.836369760545124,9.413852481341165,4.174387269895637,513.0,98.0,5.0,8.0,1318.0,1995.0,1995.0,Av,LwQ,RFn,Gd,12.577636201962656
6.8885724595653635,787.0,3.0,569.0,162.0,240.0,1939.0,7.477604243197589,8.881836305004146,4.0943445622221,252.0,0.0,7.0,5.0,731.0,1937.0,1950.0,No,ALQ,Unf,Gd,12.072541252905651
7.393263094763838,0.0,2.0,1573.0,0.0,538.0,2006.0,7.393263094763838,8.465899897028686,3.784189633918261,481.0,0.0,5.0,8.0,1573.0,2006.0,2007.0,Gd,Unf,Unf,Gd,12.367340793126296
7.275172319452771,700.0,4.0,697.0,747.0,389.0,1958.0,7.670428522190693,11.976659481202368,4.249208678464876,472.0,98.0,7.0,6.0,1444.0,1958.0,2006.0,Gd,Rec,Fin,Gd,12.531772785169476
7.327123292259293,348.5240174672489,2.8692138133725202,0.0,1237.0,880.0,1988.0,7.928406026180535,9.51044496442652,4.31748811353631,0.0,502.0,9.0,10.0,1237.0,1893.0,2000.0,No,Unf,Unf,Gd,12.691580461311874
7.038783541388542,728.0,3.0,0.0,585.0,477.0,1984.0,7.532623618788788,9.400133943608838,4.356708826689592,74.0,112.0,7.0,6.0,585.0,1984.0,2003.0,No,Unf,Fin,TA,12.089538829274222
7.329749689041512,0.0,3.0,1400.0,125.0,541.0,2000.0,7.329749689041512,9.116029692504942,4.248495242049359,244.0,36.0,5.0,7.0,1525.0,2000.0,2000.0,Av,GLQ,RFn,Gd,12.367340793126296
7.359467638255621,0.0,3.0,0.0,1571.0,722.0,2007.0,7.359467638255621,9.3048320350689,4.48863636973214,80.0,36.0,5.0,8.0,1571.0,2007.0,2007.0,Gd,Unf,Fin,Gd,12.384218830913648
6.679599185844383,0.0,2.0,0.0,796.0,0.0,1978.5061638868744,6.679599185844383,9.079889942592118,4.204692619390966,0.0,0.0,7.0,5.0,796.0,1910.0,1950.0,No,Unf,None,TA,11.350406535472453
7.228388451573604,994.0,4.0,0.0,994.0,432.0,1985.0,7.771488760117616,8.794824928014517,4.0943445622221,0.0,287.0,4.0,5.0,994.0,1892.0,1965.0,No,Unf,RFn,TA,11.585246126549855
6.687108607866515,670.0,3.0,0.0,384.0,402.0,1991.0,7.294377299288821,9.285818833152089,4.249208678464876,76.0,0.0,5.0,7.0,384.0,1991.0,1992.0,No,Unf,RFn,Gd,11.982929094215963
6.866933284461882,0.0,0.0,648.0,0.0,364.0,1965.0,6.866933284461882,9.234642664499148,4.249208678464876,0.0,0.0,9.0,4.0,648.0,1965.0,2001.0,Av,GLQ,Unf,TA,11.884489021402711
6.598509028614515,1104.0,4.0,0.0,732.0,372.0,2005.0,7.516433302915632,9.995610841411933,4.0943445622221,0.0,40.0,5.0,5.0,732.0,2005.0,2005.0,Av,Unf,Fin,TA,12.16597955196373
7.1770187659099,0.0,3.0,663.0,0.0,484.0,1974.0,7.1770187659099,9.224243277145174,4.356708826689592,99.0,0.0,6.0,6.0,1040.0,1974.0,1999.0,No,ALQ,RFn,Gd,12.106252310247962
7.634820677745543,574.0,3.0,0.0,2153.0,694.0,2006.0,7.879669914604289,9.524640032332234,4.653960350157523,772.0,84.0,5.0,9.0,2153.0,2006.0,2006.0,Av,Unf,Fin,Ex,12.84792653170257
6.516193076042964,455.0,2.8692138133725202,0.0,676.0,200.0,1941.0,7.030857476116121,8.651724084373843,3.9512437185814275,0.0,0.0,6.0,5.0,676.0,1941.0,1950.0,No,Unf,Unf,TA,11.104957226643945
6.866933284461882,1000.0,4.0,0.0,960.0,400.0,1952.0,7.580699752224563,8.935377071932177,4.0943445622221,360.0,0.0,5.0,5.0,960.0,1952.0,1952.0,No,Unf,Unf,TA,11.732060994886899
7.042286171939743,0.0,3.0,25.0,247.0,336.0,1962.0,7.042286171939743,9.127393451155257,4.2626798770413155,0.0,88.0,5.0,5.0,1144.0,1963.0,1963.0,No,BLQ,Unf,TA,11.728036844587175
6.962243464266207,0.0,0.0,1056.0,0.0,576.0,1980.0,6.962243464266207,8.850660919017152,4.1588830833596715,0.0,56.0,5.0,6.0,1056.0,1980.0,1980.0,No,GLQ,Unf,TA,11.877568578558138
6.541029999189903,0.0,2.0,0.0,693.0,0.0,1978.5061638868744,6.541029999189903,8.323122887587735,5.030437921392435,0.0,20.0,4.0,4.0,693.0,1941.0,1950.0,No,Unf,None,Fa,10.868568448579715
7.309212365692763,0.0,3.0,1200.0,279.0,576.0,1997.0,7.309212365692763,9.130864170474386,4.3694478524670215,0.0,27.0,5.0,6.0,1479.0,1997.0,1997.0,Gd,GLQ,RFn,Gd,12.287652632522597
7.406103381237015,0.0,2.0,1373.0,221.0,482.0,2004.0,7.406103381237015,8.253748343328501,3.784189633918261,174.0,53.0,5.0,8.0,1594.0,2004.0,2005.0,Gd,GLQ,Fin,Gd,12.524526376648708
6.761572768804055,0.0,3.0,390.0,474.0,352.0,1989.0,6.761572768804055,8.87905466204227,4.0943445622221,0.0,0.0,7.0,5.0,864.0,1972.0,1972.0,Av,ALQ,Unf,TA,11.751942365440728
7.356279876550748,0.0,3.0,1078.0,488.0,750.0,2008.0,7.356279876550748,9.104979856318357,4.31748811353631,36.0,168.0,5.0,8.0,1566.0,2008.0,2008.0,Av,GLQ,RFn,Gd,12.478006361013815
6.5998704992128365,660.0,3.0,593.0,130.0,497.0,1972.0,7.240649694255466,9.467769401256943,4.249208678464876,0.0,116.0,6.0,6.0,723.0,1972.0,1972.0,No,BLQ,Unf,TA,11.99535161421452
6.742880635791903,0.0,2.0,152.0,628.0,539.0,1962.0,7.0967213784947605,8.738735461363474,3.9512437185814275,0.0,23.0,5.0,4.0,780.0,1925.0,1950.0,No,BLQ,Unf,TA,11.542484267211773
6.844815479208263,574.0,4.0,0.0,939.0,180.0,1933.0,7.321849713788356,8.719317375506371,3.9318256327243257,0.0,0.0,8.0,5.0,939.0,1920.0,2004.0,Mn,Unf,Unf,TA,11.831379196088763
6.8658910748834385,408.0,3.0,425.0,459.0,560.0,1978.0,7.220373836723949,8.738735461363474,3.9512437185814275,0.0,0.0,6.0,6.0,884.0,1931.0,1950.0,No,LwQ,Unf,TA,11.755871643580617
6.86171134048073,0.0,3.0,763.0,192.0,386.0,1966.0,6.86171134048073,8.954415331137593,4.189654742026425,0.0,0.0,7.0,5.0,955.0,1966.0,1966.0,No,BLQ,Unf,TA,11.751942365440728
6.981934677156389,0.0,3.0,0.0,1007.0,210.0,1922.0,6.981934677156389,9.188708071849069,4.0943445622221,0.0,100.0,4.0,3.0,1007.0,1922.0,1950.0,No,Unf,Unf,TA,11.418614785498987
6.962243464266207,0.0,3.0,1056.0,0.0,572.0,1955.0,6.962243464266207,10.453053004618049,4.605170185988092,0.0,0.0,5.0,5.0,1056.0,1955.0,1955.0,Mn,Rec,Fin,TA,11.884489021402711
6.628041376179533,797.0,3.0,0.0,756.0,615.0,2005.0,7.347943823148687,9.002701007197938,4.174387269895637,0.0,45.0,5.0,7.0,756.0,2005.0,2006.0,No,Unf,RFn,Gd,12.136186518066006
7.3864708488298945,0.0,3.0,20.0,1594.0,865.0,2005.0,7.3864708488298945,9.324561516066206,4.454347296253507,240.0,59.0,5.0,7.0,1614.0,2005.0,2006.0,Av,GLQ,RFn,Gd,12.308177868467327
7.621684998724611,0.0,3.0,0.0,2042.0,1390.0,2009.0,7.621684998724611,9.449672183486918,4.584967478670572,306.0,90.0,5.0,8.0,2042.0,2008.0,2009.0,No,Unf,RFn,Ex,12.442302200392747
6.9782137426306985,0.0,2.0,0.0,1073.0,326.0,1968.0,6.9782137426306985,8.594154232552366,4.0943445622221,0.0,0.0,6.0,5.0,1073.0,1921.0,1968.0,No,Unf,Unf,TA,11.594321103174222
6.977281341630747,213.0,2.0,336.0,295.0,240.0,1948.0,7.158513997329321,9.06357899058078,3.912023005428146,0.0,0.0,5.0,5.0,672.0,1948.0,2001.0,No,BLQ,Unf,TA,11.751942365440728
7.6577552711348655,0.0,4.0,865.0,340.0,550.0,1970.0,7.6577552711348655,9.46691869937663,4.249208678464876,0.0,42.0,7.0,6.0,1205.0,1970.0,1970.0,Mn,BLQ,Fin,TA,12.377922902456833
6.405228458030842,0.0,2.0,348.0,180.0,0.0,1978.5061638868744,6.405228458030842,9.115809888129949,4.060443010546419,0.0,0.0,7.0,4.0,528.0,1920.0,2002.0,Mn,Unf,Unf,TA,11.362102575235644
7.047517221357296,0.0,3.0,179.0,465.0,300.0,1959.0,7.047517221357296,8.980298078970817,4.248495242049359,0.0,0.0,6.0,5.0,1150.0,1959.0,1959.0,No,ALQ,RFn,TA,11.856515169360305
6.590301048196686,728.0,2.8692138133725202,0.0,728.0,400.0,2005.0,7.283448228756631,8.990815266184685,3.9318256327243257,0.0,24.0,5.0,6.0,728.0,2005.0,2005.0,No,Unf,Unf,Gd,12.078239274020289
6.906754778648554,0.0,3.0,867.0,77.0,588.0,1961.0,6.906754778648554,9.402777262511231,4.249208678464876,210.0,76.0,9.0,7.0,944.0,1961.0,2007.0,Av,ALQ,RFn,Ex,12.091783499128047
6.620073206530356,750.0,3.0,0.0,750.0,564.0,2005.0,7.313220387090301,9.087720658428273,4.219507705176107,0.0,35.0,5.0,6.0,750.0,2005.0,2006.0,No,Unf,RFn,Gd,12.066235700342375
7.197435354096591,0.0,2.0,841.0,324.0,375.0,1953.0,7.197435354096591,9.66459564425378,4.499809670330265,56.0,0.0,5.0,5.0,1165.0,1953.0,1953.0,Mn,BLQ,Unf,TA,11.964001084330445
6.761572768804055,729.0,3.0,759.0,80.0,398.0,2004.0,7.373374309910049,8.911260254572033,4.127134385045092,0.0,75.0,5.0,6.0,839.0,2004.0,2004.0,No,GLQ,Unf,TA,12.170445467887022
7.029972911706386,1054.0,3.0,936.0,168.0,836.0,2008.0,7.688913336864796,9.33326571881348,4.564348191467836,154.0,102.0,5.0,9.0,1104.0,2008.0,2008.0,Av,GLQ,Fin,Ex,12.721885810807203
7.352441100243583,0.0,3.0,0.0,1560.0,573.0,2003.0,7.352441100243583,9.126523885883072,4.859812404361672,0.0,150.0,5.0,7.0,1560.0,2003.0,2003.0,No,Unf,Fin,Gd,12.211060187041213
6.78897174299217,348.5240174672489,3.0,386.0,342.0,312.0,1942.0,7.404887575616125,9.156939595249067,4.3694478524670215,224.0,0.0,7.0,5.0,728.0,1942.0,1995.0,No,LwQ,Unf,Gd,11.894780707439258
6.4457198193855785,0.0,2.8692138133725202,515.0,115.0,286.0,1970.0,6.4457198193855785,7.330405211844402,3.044522437723423,0.0,0.0,8.0,4.0,630.0,1970.0,2002.0,Av,GLQ,Unf,Gd,11.362102575235644
7.014814351275545,0.0,3.0,751.0,392.0,504.0,1987.0,7.014814351275545,8.976767625171433,4.249208678464876,174.0,30.0,7.0,6.0,1143.0,1976.0,1976.0,No,BLQ,RFn,TA,11.904967552746252
6.976348070447749,1101.0,2.8692138133725202,0.0,1063.0,947.0,2006.0,7.683403681053826,9.55775254863573,4.6913478822291435,350.0,62.0,5.0,7.0,1063.0,2006.0,2006.0,No,Unf,RFn,Gd,12.542544882151386
6.679599185844383,550.0,2.0,0.0,560.0,384.0,1950.0,7.204892510204673,9.37305428246393,4.248495242049359,0.0,24.0,7.0,4.0,560.0,1910.0,2000.0,No,Unf,Unf,TA,11.626254150277232
7.076653815443951,1426.0,4.0,64.0,1120.0,550.0,2007.0,7.867105500316739,9.104979856318357,4.31748811353631,0.0,364.0,5.0,8.0,1184.0,2007.0,2007.0,Av,GLQ,Fin,Ex,12.623061104072981
6.933423025730715,932.0,3.0,0.0,1026.0,936.0,2005.0,7.579678823090456,9.270964993792617,4.442651256490317,0.0,210.0,5.0,7.0,1026.0,2005.0,2005.0,No,Unf,Fin,Gd,12.429216196844383
7.291656209174461,0.0,3.0,0.0,1468.0,898.0,2008.0,7.291656209174461,9.17076759685636,4.30406509320417,72.0,150.0,5.0,8.0,1468.0,2008.0,2009.0,No,Unf,Fin,Gd,12.407379502235209
7.171656822768514,432.0,4.0,0.0,0.0,539.0,1977.0,7.458186157340487,9.22276289197474,4.31748811353631,0.0,0.0,5.0,5.0,0.0,1977.0,1977.0,None,None,Unf,Gd,11.744037185933616
6.643789733147672,432.0,3.0,352.0,416.0,240.0,1946.0,7.090076835776092,9.37305428246393,4.248495242049359,0.0,0.0,6.0,5.0,768.0,1946.0,1995.0,No,BLQ,Unf,TA,11.779128505744886
7.013915474810528,438.0,2.0,812.0,280.0,438.0,2007.0,7.346010209913293,9.002701007197938,4.174387269895637,100.0,168.0,5.0,7.0,1092.0,2006.0,2007.0,No,GLQ,Fin,Gd,12.392552212472792
6.860663671448287,795.0,5.0,0.0,795.0,440.0,1997.0,7.709756864454165,8.73294952429643,4.0943445622221,0.0,188.0,5.0,4.0,795.0,1912.0,1950.0,No,Unf,Unf,TA,11.682668239557323
